article,creationDate,link
Chinesische Raumsonde soll Proben vom Mond zurückbringen,24.01.2017,/newsticker/meldung/Chinesische-Raumsonde-soll-Proben-vom-Mond-zurueckbringen-3606253.html
CDU: Facebook & Co. sollen Fake News richtigstellen,24.01.2017,/newsticker/meldung/CDU-Facebook-Co-sollen-Fake-News-richtigstellen-3606139.html
l+f: Furby aus der Hölle,24.01.2017,/newsticker/meldung/l-f-Furby-aus-der-Hoelle-3606161.html
iCloud für Windows: Fehlerbehebungen und geschlossene Sicherheitslücken,24.01.2017,/newsticker/meldung/iCloud-fuer-Windows-Fehlerbehebungen-und-geschlossene-Sicherheitsluecken-3606007.html
"Technology Review sucht die besten ""Innovatoren unter 35""",24.01.2017,/newsticker/meldung/Technology-Review-sucht-die-besten-Innovatoren-unter-35-3606153.html
Abgas-Skandal: Umrüstung von VW-Dieselautos bringt angeblich kaum Nachteile für Verbraucher,24.01.2017,/newsticker/meldung/Abgas-Skandal-Umruestung-von-VW-Dieselautos-bringt-angeblich-kaum-Nachteile-fuer-Verbraucher-3606127.html
"Mysteriöses ""Drahtlosgerät"" von Apple taucht bei Zulassungsbehörde auf",24.01.2017,/newsticker/meldung/Mysterioeses-Drahtlosgeraet-von-Apple-taucht-bei-Zulassungsbehoerde-auf-3606003.html
iTunes-Update behebt nerviges Offline-Problem,24.01.2017,/newsticker/meldung/iTunes-Update-behebt-nerviges-Offline-Problem-3606000.html
Bilanzskandal in Italien zwingt BT Group zu Gewinnwarnung,24.01.2017,/newsticker/meldung/Bilanzskandal-in-Italien-zwingt-BT-Group-zu-Gewinnwarnung-3606088.html
Wanka: Erasmus-Programm als Motor für Bildungsmobilität erfolgreich,24.01.2017,/newsticker/meldung/Wanka-Erasmus-Programm-als-Motor-fuer-Bildungsmobilitaet-erfolgreich-3606046.html
"""Wir sind frei"" – Correctiv bringt deutsch-türkisches Medium ""Özgürüz"" online",24.01.2017,/newsticker/meldung/Wir-sind-frei-Correctiv-bringt-deutsch-tuerkisches-Medium-Oezgueruez-online-3606061.html
Mietsoftware-Wachstum verhilft SAP zu deutlichem Plus,24.01.2017,/newsticker/meldung/Mietsoftware-Wachstum-verhilft-SAP-zu-deutlichem-Plus-3606050.html
Sichere Softwareentwicklung: heise devSec sucht nach Vortragsvorschlägen,24.01.2017,/newsticker/meldung/Sichere-Softwareentwicklung-heise-devSec-sucht-nach-Vortragsvorschlaegen-3604709.html
Yahoo bestätigt: Übernahme durch Verizon verzögert sich ,24.01.2017,/newsticker/meldung/Yahoo-bestaetigt-Uebernahme-durch-Verizon-verzoegert-sich-3605990.html
Trump sorgt mit Ausstieg aus Freihandelsabkommen TPP für Unmut,24.01.2017,/newsticker/meldung/Trump-sorgt-mit-Ausstieg-aus-Freihandelsabkommen-TPP-fuer-Unmut-3605983.html
Elektromobilität: Praxistest von Oberleitungs-Lkw auf zwei Strecken ab Ende 2018,24.01.2017,/newsticker/meldung/Elektromobilitaet-Praxistest-von-Oberleitungs-Lkw-auf-zwei-Strecken-ab-Ende-2018-3605961.html
Samsung verdoppelt seinen Gewinn,24.01.2017,/newsticker/meldung/Samsung-verdoppelt-seinen-Gewinn-3605976.html
Hybridpflanzen sollen Afrikas Bauern retten,24.01.2017,/newsticker/meldung/Hybridpflanzen-sollen-Afrikas-Bauern-retten-3596518.html
Autodesk Eagle: PCB-Software künftig nur im Abonnement ,24.01.2017,/newsticker/meldung/Autodesk-Eagle-PCB-Software-kuenftig-nur-im-Abonnement-3605890.html
Resident Evil 7 im Test: Endlich der blanke Horror in VR ,24.01.2017,/newsticker/meldung/Resident-Evil-7-im-Test-Endlich-der-blanke-Horror-in-VR-3605860.html
"Fehlerbehebungen: Apple bringt iOS 10.2.1, macOS 10.12.3, watchOS 3.1.3 und tvOS 10.1.1",23.01.2017,/newsticker/meldung/Fehlerbehebungen-Apple-bringt-iOS-10-2-1-macOS-10-12-3-watchOS-3-1-3-und-tvOS-10-1-1-3605904.html
Keine Internetverbindung: iTunes nervt Nutzer mit Warndialogen,23.01.2017,/newsticker/meldung/Keine-Internetverbindung-iTunes-nervt-Nutzer-mit-Warndialogen-3605874.html
Musik-Streaming: US-Carrier Sprint steigt bei Tidal ein,23.01.2017,/newsticker/meldung/Musik-Streaming-US-Carrier-Sprint-steigt-bei-Tidal-ein-3605883.html
Smart Home: openHAB 2 bringt übersichtlichere User Interfaces,23.01.2017,/newsticker/meldung/Smart-Home-openHAB-2-bringt-uebersichtlichere-User-Interfaces-3605174.html
Ransomware-as-a-Service: Mit Satan den eigenen Erpressungstrojaner bauen,23.01.2017,/newsticker/meldung/Ransomware-as-a-Service-Mit-Satan-den-eigenen-Erpressungstrojaner-bauen-3605326.html
FritzOS 6.80 nun auch für die Fritzbox 7490 erhältlich,23.01.2017,/newsticker/meldung/FritzOS-6-80-nun-auch-fuer-die-Fritzbox-7490-erhaeltlich-3605362.html
Qt 5.8 erschienen: Schlanker Ansatz für die Klassenbibliothek,23.01.2017,/newsticker/meldung/Qt-5-8-erschienen-Schlanker-Ansatz-fuer-die-Klassenbibliothek-3605252.html
Streit über Mitarbeitervertretung: Niederländisches Verfassungsgericht stellt Europäischem Patentamt Freibrief aus,23.01.2017,/newsticker/meldung/Streit-ueber-Mitarbeitervertretung-Niederlaendisches-Verfassungsgericht-stellt-Europaeischem-3605297.html
Heartbleed: OpenSSL hört nicht auf zu bluten,23.01.2017,/newsticker/meldung/Heartbleed-OpenSSL-hoert-nicht-auf-zu-bluten-3605222.html
Kamerun: Internetzugang in Teilen des Landes gekappt,23.01.2017,/newsticker/meldung/Kamerun-Internetzugang-in-Teilen-des-Landes-gekappt-3605135.html
"""Killer im Straßenverkehr"": Verkehrsexperten plädieren für höhere Bußen für Smartphones am Steuer",23.01.2017,/newsticker/meldung/Killer-im-Strassenverkehr-Verkehrsexperten-plaedieren-fuer-hoehere-Bussen-fuer-Smartphones-am-Steuer-3605126.html
Chrome verpackt Websites als Android-Apps,23.01.2017,/newsticker/meldung/Chrome-verpackt-Websites-als-Android-Apps-3605104.html
Microsoft gibt Visual Studio Test als Open Source frei,23.01.2017,/newsticker/meldung/Microsoft-gibt-Visual-Studio-Test-als-Open-Source-frei-3604758.html
CyanogenMod-Nachfolger: Erste Custom-ROMs von LineageOS veröffentlicht ,23.01.2017,/newsticker/meldung/CyanogenMod-Nachfolger-Erste-Custom-ROMs-von-LineageOS-veroeffentlicht-3605043.html
Galaxy Note 7: Wie es zum Kurzschluss kam und was jetzt geschieht,23.01.2017,/newsticker/meldung/Galaxy-Note-7-Wie-es-zum-Kurzschluss-kam-und-was-jetzt-geschieht-3604678.html
Bundesregierung: Mit Verbeamtung IT-Fachkräfte für Cybersecurity gewinnen,23.01.2017,/newsticker/meldung/Bundesregierung-Mit-Verbeamtung-IT-Fachkraefte-fuer-Cybersecurity-gewinnen-3605067.html
Astrobiologie: Bakterien könnten auf dem Mars überleben,23.01.2017,/newsticker/meldung/Astrobiologie-Bakterien-koennten-auf-dem-Mars-ueberleben-3604955.html
Strenge Zensur: China will schärfer gegen VPN-Tunnel vorgehen,23.01.2017,/newsticker/meldung/Strenge-Zensur-China-will-schaerfer-gegen-VPN-Tunnel-vorgehen-3605004.html
LG UltraFine 5K: Von Apple vertriebener 5K-Monitor macht Probleme,23.01.2017,/newsticker/meldung/LG-UltraFine-5K-Von-Apple-vertriebener-5K-Monitor-macht-Probleme-3604756.html
Android als WLAN-Hotspot: Google aktualisiert Play Dienste und liefert Instant Tethering aus,23.01.2017,/newsticker/meldung/Android-als-WLAN-Hotspot-Google-aktualisiert-Play-Dienste-und-liefert-Instant-Tethering-aus-3604747.html
Donald Trump: Neuer US-Präsident kündigt Cyber-Kriegsführung an,23.01.2017,/newsticker/meldung/Donald-Trump-Neuer-US-Praesident-kuendigt-Cyber-Kriegsfuehrung-an-3604844.html
Auswertung: Apple Music zahlt Plattenfirmen deutlich mehr als Spotify,23.01.2017,/newsticker/meldung/Auswertung-Apple-Music-zahlt-Plattenfirmen-deutlich-mehr-als-Spotify-3604771.html
Xiaomi: Ex-Googler Barra verlässt chinesischen Smartphone-Hersteller wieder,23.01.2017,/newsticker/meldung/Xiaomi-Ex-Googler-Barra-verlaesst-chinesischen-Smartphone-Hersteller-wieder-3604809.html
"""Autopilot 2"": Tesla liefert neue Fahrassistenz-Software aus",23.01.2017,/newsticker/meldung/Autopilot-2-Tesla-liefert-neue-Fahrassistenz-Software-aus-3604826.html
Apple und Foxconn planen Großfabrik in den USA – mit vielen Robotern,23.01.2017,/newsticker/meldung/Apple-und-Foxconn-planen-Grossfabrik-in-den-USA-mit-vielen-Robotern-3604733.html
US-Börsenaufsicht prüft Yahoos Umgang mit massiven Datendiebstählen,23.01.2017,/newsticker/meldung/US-Boersenaufsicht-prueft-Yahoos-Umgang-mit-massiven-Datendiebstaehlen-3604712.html
Verbrecherjagd in 3D: Experten holen Auschwitz in Gerichtssaal,23.01.2017,/newsticker/meldung/Verbrecherjagd-in-3D-Experten-holen-Auschwitz-in-Gerichtssaal-3604775.html
"Indie-Spieletipps zum Wochenstart: Sethian, 12 Orbits, Solitune",23.01.2017,/newsticker/meldung/Indie-Spieletipps-zum-Wochenstart-Sethian-12-Orbits-Solitune-3604595.html
Telekom sucht Kooperationen beim Breitbandausbau,23.01.2017,/newsticker/meldung/Telekom-sucht-Kooperationen-beim-Breitbandausbau-3604740.html
Marktforscher: Virtual Reality kommt ... aber sehr langsam,23.01.2017,/newsticker/meldung/Marktforscher-Virtual-Reality-kommt-aber-sehr-langsam-3596419.html
c't Android 2017 jetzt im Handel,23.01.2017,/newsticker/meldung/c-t-Android-2017-jetzt-im-Handel-3603854.html
Galaxy Note 7: Samsung entschuldigt sich für Kurzschluss-Akkus,23.01.2017,/newsticker/meldung/Galaxy-Note-7-Samsung-entschuldigt-sich-fuer-Kurzschluss-Akkus-3604674.html
iX-Workshop: Neue Features in Red Hat Enterprise Linux 7,23.01.2017,/newsticker/meldung/iX-Workshop-Neue-Features-in-Red-Hat-Enterprise-Linux-7-3604005.html
Angular 2 verstehen und anwenden: Das Video-Training,23.01.2017,/newsticker/meldung/Angular-2-verstehen-und-anwenden-Das-Video-Training-3601503.html
