article,creationDate,link
Wileyfox Swift 2 X: Smartphone mit Full-HD-Display und Cyanogen OS,13.01.2017,/newsticker/meldung/Wileyfox-Swift-2-X-Smartphone-mit-Full-HD-Display-und-Cyanogen-OS-3595006.html
"Angriffe auf VoIP-Gateways von beroNet, Patch sorgt für Sicherheit",13.01.2017,/newsticker/meldung/Angriffe-auf-VoIP-Gateways-von-beroNet-Patch-sorgt-fuer-Sicherheit-3594737.html
US-Regierung erleichtert NSA die Weitergabe von Überwachungsdaten,12.01.2017,/newsticker/meldung/US-Regierung-erleichtert-NSA-die-Weitergabe-von-Ueberwachungsdaten-3595081.html
EuGH korrigiert Urteil zum Datenschutz von IP-Adressen,12.01.2017,/newsticker/meldung/EuGH-korrigiert-Urteil-zum-Datenschutz-von-IP-Adressen-3595077.html
IBM stellt neuen Patentrekord in den USA auf,12.01.2017,/newsticker/meldung/IBM-stellt-neuen-Patentrekord-in-den-USA-auf-3595031.html
Kommunikationssystem für Schweizer Armee: Viel Geld in Funkloch versenkt,12.01.2017,/newsticker/meldung/Kommunikationssystem-fuer-Schweizer-Armee-Viel-Geld-in-Funkloch-versenkt-3595002.html
"Autonomes Fahren: Apple, Uber, Lyft und Amazon im Beratungsausschuss des US-Verkehrsministeriums",12.01.2017,/newsticker/meldung/Autonomes-Fahren-Apple-Uber-Lyft-und-Amazon-im-Beratungsausschuss-des-US-Verkehrsministeriums-3595029.html
Amazon verspricht mehr als 100.000 neue Arbeitsplätze in den USA,12.01.2017,/newsticker/meldung/Amazon-verspricht-mehr-als-100-000-neue-Arbeitsplaetze-in-den-USA-3594987.html
Yahoo-Gate: EU-Kommission unzufrieden mit US-Reaktion,12.01.2017,/newsticker/meldung/Yahoo-Gate-EU-Kommission-unzufrieden-mit-US-Reaktion-3594985.html
Intel Kaby Lake: Pentium-Versionen deutlich aufgewertet,12.01.2017,/newsticker/meldung/Intel-Kaby-Lake-Pentium-Versionen-deutlich-aufgewertet-3594883.html
Daimler steigt bei Lieferroboter-Firma Starship ein,12.01.2017,/newsticker/meldung/Daimler-steigt-bei-Lieferroboter-Firma-Starship-ein-3594958.html
Bitcoin wieder auf Talfahrt: Chinesische Notenbank überprüft Bitcoin-Börsen,12.01.2017,/newsticker/meldung/Bitcoin-wieder-auf-Talfahrt-Chinesische-Notenbank-ueberprueft-Bitcoin-Boersen-3594908.html
"China steckt 1,6 Milliarden Euro in Breitband- und Mobilfunkausbau",12.01.2017,/newsticker/meldung/China-steckt-1-6-Milliarden-Euro-in-Breitband-und-Mobilfunkausbau-3594896.html
Kontrollen auf Kinderpornographie: Traumatisierte Mitarbeiter verklagen Microsoft,12.01.2017,/newsticker/meldung/Kontrollen-auf-Kinderpornographie-Traumatisierte-Mitarbeiter-verklagen-Microsoft-3594468.html
Cloudflare wehrte sich erfolgreich gegen National Security Letter,12.01.2017,/newsticker/meldung/Cloudflare-wehrte-sich-erfolgreich-gegen-National-Security-Letter-3594816.html
"EU-Parlamentarier fordern ""Kill-Schalter"" für Roboter",12.01.2017,/newsticker/meldung/EU-Parlamentarier-fordern-Kill-Schalter-fuer-Roboter-3594786.html
Geprüfte Zeit für Audio-WLANs,12.01.2017,/newsticker/meldung/Gepruefte-Zeit-fuer-Audio-WLANs-3594729.html
Analyse: EU-Kommission verschlimmbessert Entwurf zur E-Privacy-Verordnung ,12.01.2017,/newsticker/meldung/Analyse-EU-Kommission-verschlimmbessert-Entwurf-zur-E-Privacy-Verordnung-3594716.html
Neues Video-Tutorial von iX: Java-Grundlagen,12.01.2017,/newsticker/meldung/Neues-Video-Tutorial-von-iX-Java-Grundlagen-3594694.html
Bizarrer Streit um Erfindung der E-Mail: Techdirt fürchtet nach Klage Konkurs,12.01.2017,/newsticker/meldung/Bizarrer-Streit-um-Erfindung-der-E-Mail-Techdirt-fuerchtet-nach-Klage-Konkurs-3594473.html
Apple will Musik-Dienst angeblich mit TV-Serien und Filmen aufpeppen,12.01.2017,/newsticker/meldung/Apple-will-Musik-Dienst-angeblich-mit-TV-Serien-und-Filmen-aufpeppen-3594744.html
Opera Neon: Websurfen mit neuem Design,12.01.2017,/newsticker/meldung/Opera-Neon-Websurfen-mit-neuem-Design-3594602.html
Europäische Medienkonzerne schmieden Allianz für Online-Videos,12.01.2017,/newsticker/meldung/Europaeische-Medienkonzerne-schmieden-Allianz-fuer-Online-Videos-3594594.html
Alibaba strebt nach Europa,12.01.2017,/newsticker/meldung/Alibaba-strebt-nach-Europa-3594535.html
"Open-Source-PDF-Validator veraPDF: ein ""Meilenstein für die PDF-Industrie""",12.01.2017,/newsticker/meldung/Open-Source-PDF-Validator-veraPDF-ein-Meilenstein-fuer-die-PDF-Industrie-3594460.html
Schweizer Swasiland oder warum die US-Demokraten kein Autoklub sind,12.01.2017,/newsticker/meldung/Schweizer-Swasiland-oder-warum-die-US-Demokraten-kein-Autoklub-sind-3594343.html
Digitale Assistenten: Adobe arbeitet an Bildbearbeitung per Sprachsteuerung,12.01.2017,/newsticker/meldung/Digitale-Assistenten-Adobe-arbeitet-an-Bildbearbeitung-per-Sprachsteuerung-3594426.html
Marktforscher: Computermarkt schrumpft nicht mehr so stark,12.01.2017,/newsticker/meldung/Marktforscher-Computermarkt-schrumpft-nicht-mehr-so-stark-3594436.html
M³: Neue Konferenz zu maschinellem Lernen in London,12.01.2017,/newsticker/meldung/M3-Neue-Konferenz-zu-maschinellem-Lernen-in-London-3593637.html
Internet per Drohne: Google-Mutter Alphabet stellt Titan Aerospace ein,12.01.2017,/newsticker/meldung/Internet-per-Drohne-Google-Mutter-Alphabet-stellt-Titan-Aerospace-ein-3594404.html
Canon baut 250-Megapixel-Sensor in Überwachungskamera ein,12.01.2017,/newsticker/meldung/Canon-baut-250-Megapixel-Sensor-in-Ueberwachungskamera-ein-3594361.html
Einige SSL-/TLS-Zertifikate von GoDaddy wegen Software-Bug für ungültig erklärt,12.01.2017,/newsticker/meldung/Einige-SSL-TLS-Zertifikate-von-GoDaddy-wegen-Software-Bug-fuer-ungueltig-erklaert-3594320.html
Remacs: eine Emacs-Implementierung mit Rust ,12.01.2017,/newsticker/meldung/Remacs-eine-Emacs-Implementierung-mit-Rust-3594327.html
Australische Forscher melden Erfolg mit versprühter RNA als Pflanzenschutzmittel,12.01.2017,/newsticker/meldung/Australische-Forscher-melden-Erfolg-mit-verspruehter-RNA-als-Pflanzenschutzmittel-3593472.html
Gartner: Apple wird Microsoft 2017 bei Betriebssystemen überholen,12.01.2017,/newsticker/meldung/Gartner-Apple-wird-Microsoft-2017-bei-Betriebssystemen-ueberholen-3594290.html
Apple warnt vor Betrügereien mit iTunes-Gutscheinkarten,12.01.2017,/newsticker/meldung/Apple-warnt-vor-Betruegereien-mit-iTunes-Gutscheinkarten-3594281.html
Erneuerbare Energien: Das weltstärkste Solarkraftwerk steht nun in Indien,12.01.2017,/newsticker/meldung/Erneuerbare-Energien-Das-weltstaerkste-Solarkraftwerk-steht-nun-in-Indien-3594271.html
Nach Protesten: Amazon nimmt Fußmatte mit Indiens Flagge von der Seite,12.01.2017,/newsticker/meldung/Nach-Protesten-Amazon-nimmt-Fussmatte-mit-Indiens-Flagge-von-der-Seite-3594311.html
"Smartphones HTC U Ultra und U Play: Mit Dual-Display, KI und viel Glas zu alter Stärke",12.01.2017,/newsticker/meldung/Smartphones-HTC-U-Ultra-und-U-Play-Mit-Dual-Display-KI-und-viel-Glas-zu-alter-Staerke-3594103.html
2D-Animation: Synfig 1.2 mit neuer Render-Engine ,12.01.2017,/newsticker/meldung/2D-Animation-Synfig-1-2-mit-neuer-Render-Engine-3594264.html
"Abgas-Krimi bei VW: Deal in den USA, aber weitere Ermittlungen",12.01.2017,/newsticker/meldung/Abgas-Krimi-bei-VW-Deal-in-den-USA-aber-weitere-Ermittlungen-3594258.html
Kryonik: Die Hoffnung auf ein zweites Leben nach dem Eis,12.01.2017,/newsticker/meldung/Kryonik-Die-Hoffnung-auf-ein-zweites-Leben-nach-dem-Eis-3592823.html
"""Ich befürchte, dass ich das nicht tun kann"" – zum 20. Geburtstag von HAL 9000",12.01.2017,/newsticker/meldung/Ich-befuerchte-dass-ich-das-nicht-tun-kann-zum-20-Geburtstag-von-HAL-9000-3594186.html
Apple verliert wichtigen Mac-Produktdesigner angeblich an Tesla,12.01.2017,/newsticker/meldung/Apple-verliert-wichtigen-Mac-Produktdesigner-angeblich-an-Tesla-3594202.html
#heiseshow: Hat Russland Donald Trump ins Amt gehackt?,12.01.2017,/newsticker/meldung/heiseshow-Hat-Russland-Donald-Trump-ins-Amt-gehackt-3594002.html
Dell bringt doch keinen großen OLED-Monitor,11.01.2017,/newsticker/meldung/Dell-bringt-doch-keinen-grossen-OLED-Monitor-3594167.html
Sicherheitsloch im Herzschrittmacher,11.01.2017,/newsticker/meldung/Sicherheitsloch-im-Herzschrittmacher-3593932.html
Donald Trump: Russland steht hinter Hacker-Angriffen,11.01.2017,/newsticker/meldung/Donald-Trump-Russland-steht-hinter-Hacker-Angriffen-3594151.html
Facebook initiiert nach Kritik an Fake News Journalismus-Projekt,11.01.2017,/newsticker/meldung/Facebook-initiiert-nach-Kritik-an-Fake-News-Journalismus-Projekt-3594121.html
Windows 10 und Datenschutz: Microsoft will Transparenz verbessern,11.01.2017,/newsticker/meldung/Windows-10-und-Datenschutz-Microsoft-will-Transparenz-verbessern-3593984.html
Geringe Nachfrage nach IoT-Spezialisten,11.01.2017,/newsticker/meldung/Geringe-Nachfrage-nach-IoT-Spezialisten-3594005.html
YouTube-App: Videoqualität einstellen reicht nun bis 1080p,11.01.2017,/newsticker/meldung/YouTube-App-Videoqualitaet-einstellen-reicht-nun-bis-1080p-3593974.html
Windows 10: Insider Preview 15002 gibt Feature-Ausblick aufs Frühjahr,11.01.2017,/newsticker/meldung/Windows-10-Insider-Preview-15002-gibt-Feature-Ausblick-aufs-Fruehjahr-3592745.html
Vielfalt bei Facebook: Führungskräfte verhindern mehr Diversität,11.01.2017,/newsticker/meldung/Vielfalt-bei-Facebook-Fuehrungskraefte-verhindern-mehr-Diversitaet-3593892.html
Selbstfahrende Modellautos im autonomen Miniaturwunderland,11.01.2017,/newsticker/meldung/Selbstfahrende-Modellautos-im-autonomen-Miniaturwunderland-3591100.html
"""Firefox Test Pilot"": Deutsche Version gestartet",11.01.2017,/newsticker/meldung/Firefox-Test-Pilot-Deutsche-Version-gestartet-3593890.html
Initiative für ethische KI: Gründer von eBay und Linkedin spenden Millionen ,11.01.2017,/newsticker/meldung/Initiative-fuer-ethische-KI-Gruender-von-eBay-und-Linkedin-spenden-Millionen-3593842.html
"Phishing per Autofill: Chrome, Safari, Opera und Erweiterungen wie LastPass angreifbar",11.01.2017,/newsticker/meldung/Phishing-per-Autofill-Chrome-Safari-Opera-und-Erweiterungen-wie-LastPass-angreifbar-3593811.html
Deutsche Unternehmen sehen Cyberrisiken als größte Bedrohung,11.01.2017,/newsticker/meldung/Deutsche-Unternehmen-sehen-Cyberrisiken-als-groesste-Bedrohung-3593450.html
App Store: Apple lässt Indie-Game The Binding of Isaac doch zu,11.01.2017,/newsticker/meldung/App-Store-Apple-laesst-Indie-Game-The-Binding-of-Isaac-doch-zu-3593773.html
parallel 2017: Programm online – Barbara Chapman als Keynote-Sprecherin,11.01.2017,/newsticker/meldung/parallel-2017-Programm-online-Barbara-Chapman-als-Keynote-Sprecherin-3593466.html
Sicherheitsupdates: Foxit rüstet PhantomPDF und Reader gegen manipulierte Dateien,11.01.2017,/newsticker/meldung/Sicherheitsupdates-Foxit-ruestet-PhantomPDF-und-Reader-gegen-manipulierte-Dateien-3593537.html
Online-Käufer sehen Kundenbewertungen als wichtigste Hilfe an,11.01.2017,/newsticker/meldung/Online-Kaeufer-sehen-Kundenbewertungen-als-wichtigste-Hilfe-an-3593548.html
"Streit über neues Abwehrzentrum gegen ""Fake News"" in Tschechien",11.01.2017,/newsticker/meldung/Streit-ueber-neues-Abwehrzentrum-gegen-Fake-News-in-Tschechien-3593546.html
Keyboard-Upcycling in Paderborn,11.01.2017,/newsticker/meldung/Keyboard-Upcycling-in-Paderborn-3593481.html
Abgas-Skandal: VW vor Milliarden-Vergleich mit US-Justiz,11.01.2017,/newsticker/meldung/Abgas-Skandal-VW-vor-Milliarden-Vergleich-mit-US-Justiz-3593484.html
iPhone-Verkaufsflaute: Foxconn leidet mit,11.01.2017,/newsticker/meldung/iPhone-Verkaufsflaute-Foxconn-leidet-mit-3593368.html
Vernetzte Musiksysteme: Chef von Sonos geht,11.01.2017,/newsticker/meldung/Vernetzte-Musiksysteme-Chef-von-Sonos-geht-3593404.html
FinePix XP120: Fujifilm stellt neue Outdoor-Kamera vor,11.01.2017,/newsticker/meldung/FinePix-XP120-Fujifilm-stellt-neue-Outdoor-Kamera-vor-3593434.html
Problem offenbar behoben: Facebook- und Messenger-App saugten Akkus leer,11.01.2017,/newsticker/meldung/Problem-offenbar-behoben-Facebook-und-Messenger-App-saugten-Akkus-leer-3593440.html
"Nach Nichtempfehlung durch US-Warentester: Apple findet Bug, der MacBook-Pro-Akkulaufzeit dezimiert",11.01.2017,/newsticker/meldung/Nach-Nichtempfehlung-durch-US-Warentester-Apple-findet-Bug-der-MacBook-Pro-Akkulaufzeit-dezimiert-3593347.html
"Erster Patchday 2017: Microsoft geht‘s gemächlich an, Adobe stellt kritische Updates bereit",11.01.2017,/newsticker/meldung/Erster-Patchday-2017-Microsoft-geht-s-gemaechlich-an-Adobe-stellt-kritische-Updates-bereit-3593356.html
Galaxy Note 7: Warnungen vor US-Flügen nicht mehr notwendig,11.01.2017,/newsticker/meldung/Galaxy-Note-7-Warnungen-vor-US-Fluegen-nicht-mehr-notwendig-3593365.html
Zensur in China: Nicht nur Apple kompromissbereit,11.01.2017,/newsticker/meldung/Zensur-in-China-Nicht-nur-Apple-kompromissbereit-3593374.html
LLVM/Swift: Chris Lattner wechselt von Apple zu Tesla,11.01.2017,/newsticker/meldung/LLVM-Swift-Chris-Lattner-wechselt-von-Apple-zu-Tesla-3593164.html
Baden-Württemberg: IT-Experten sollen Landesverwaltung gegen Cyberangriffe schützen,11.01.2017,/newsticker/meldung/Baden-Wuerttemberg-IT-Experten-sollen-Landesverwaltung-gegen-Cyberangriffe-schuetzen-3593358.html
"""Statistisch gesehen"": Hat Nintendo eine Zukunft?",11.01.2017,/newsticker/meldung/Statistisch-gesehen-Hat-Nintendo-eine-Zukunft-3593076.html
US-Verteidigungsminister: Antwort auf russische Hackerangriffe war sicherlich erst der Anfang,11.01.2017,/newsticker/meldung/US-Verteidigungsminister-Antwort-auf-russische-Hackerangriffe-war-sicherlich-erst-der-Anfang-3593150.html
Das erste selbstfahrende Auto wird ein Lastkraftwagen,11.01.2017,/newsticker/meldung/Das-erste-selbstfahrende-Auto-wird-ein-Lastkraftwagen-3592372.html
Ein-Pixel-Kamera fotografiert Objekte ohne direkte Sichtverbindung,11.01.2017,/newsticker/meldung/Ein-Pixel-Kamera-fotografiert-Objekte-ohne-direkte-Sichtverbindung-3592714.html
Geländewagen mit Brennstoffzelle für die US-Army,11.01.2017,/newsticker/meldung/Gelaendewagen-mit-Brennstoffzelle-fuer-die-US-Army-3593074.html
"Android-Statistik: Marshmallow wächst stärker als Nougat, Froyo raus",11.01.2017,/newsticker/meldung/Android-Statistik-Marshmallow-waechst-staerker-als-Nougat-Froyo-raus-3593115.html
Videobrille Glyph projiziert Bilder direkt auf die Netzhaut,11.01.2017,/newsticker/meldung/Videobrille-Glyph-projiziert-Bilder-direkt-auf-die-Netzhaut-3593124.html
Prototypen auf CES gestohlen: Razer setzt 25.000 US-Dollar Belohnung aus,10.01.2017,/newsticker/meldung/Prototypen-auf-CES-gestohlen-Razer-setzt-25-000-US-Dollar-Belohnung-aus-3593059.html
Drohnenhersteller Parrot entlässt fast 300 Mitarbeiter,10.01.2017,/newsticker/meldung/Drohnenhersteller-Parrot-entlaesst-fast-300-Mitarbeiter-3593021.html
Fitbit kauft die nächste Smartwatch-Firma,10.01.2017,/newsticker/meldung/Fitbit-kauft-die-naechste-Smartwatch-Firma-3592989.html
Privacy-Verordnung: EU-Kommission will Cookie-Regeln vereinfachen,10.01.2017,/newsticker/meldung/Privacy-Verordnung-EU-Kommission-will-Cookie-Regeln-vereinfachen-3592856.html
Elbphilharmonie: Eröffnungskonzert live als 360-Grad-Video auf Youtube,10.01.2017,/newsticker/meldung/Elbphilharmonie-Eroeffnungskonzert-live-als-360-Grad-Video-auf-Youtube-3592978.html
BMC veröffentlicht eine Low-Code-Entwicklungsplattform,10.01.2017,/newsticker/meldung/BMC-veroeffentlicht-eine-Low-Code-Entwicklungsplattform-3592860.html
Gigabyte: Zwei neue Schrumpf-Grafikkarten der Serie GeForce GTX 1050 / Ti,10.01.2017,/newsticker/meldung/Gigabyte-Zwei-neue-Schrumpf-Grafikkarten-der-Serie-GeForce-GTX-1050-Ti-3592986.html
US-Militär testet Schwarm von Minidrohnen mit Künstlicher Intelligenz,10.01.2017,/newsticker/meldung/US-Militaer-testet-Schwarm-von-Minidrohnen-mit-Kuenstlicher-Intelligenz-3592802.html
Apple will Hardware für Rechenzentren in USA fertigen,10.01.2017,/newsticker/meldung/Apple-will-Hardware-fuer-Rechenzentren-in-USA-fertigen-3592934.html
Google will Satelliten-Geschäft offenbar wieder verkaufen,10.01.2017,/newsticker/meldung/Google-will-Satelliten-Geschaeft-offenbar-wieder-verkaufen-3592841.html
Fernüberwachung für Bahnhofsuhren,10.01.2017,/newsticker/meldung/Fernueberwachung-fuer-Bahnhofsuhren-3592831.html
Ziel Alpha Centauri: Breakthrough Initiatives unterstützt Exoplaneten-Suche,10.01.2017,/newsticker/meldung/Ziel-Alpha-Centauri-Breakthrough-Initiatives-unterstuetzt-Exoplaneten-Suche-3592731.html
"Zahlen, bitte! Der hexadezimale Dollar von Donald E. Knuth ",10.01.2017,/newsticker/meldung/Zahlen-bitte-Der-hexadezimale-Dollar-von-Donald-E-Knuth-3579447.html
Nintendo Classic Mini: Zusätzliche Spiele per USB einschleusbar,10.01.2017,/newsticker/meldung/Nintendo-Classic-Mini-Zusaetzliche-Spiele-per-USB-einschleusbar-3591673.html
Neue Bastelboards mit Allwinner-Chips ,10.01.2017,/newsticker/meldung/Neue-Bastelboards-mit-Allwinner-Chips-3592218.html
Großspende für Wikimedia Commons,10.01.2017,/newsticker/meldung/Grossspende-fuer-Wikimedia-Commons-3592680.html
Googles autonome Autos sind nicht immer online,10.01.2017,/newsticker/meldung/Googles-autonome-Autos-sind-nicht-immer-online-3592661.html
"DJI: iPad-App ""Ground Station Pro"" unterstützt automatisierte Kameraflüge ",10.01.2017,/newsticker/meldung/DJI-iPad-App-Ground-Station-Pro-unterstuetzt-automatisierte-Kamerafluege-3592447.html
Simulation: Serie großer Einschläge könnte den Mond geformt haben,10.01.2017,/newsticker/meldung/Simulation-Serie-grosser-Einschlaege-koennte-den-Mond-geformt-haben-3592605.html
Apple-Manager: Alexa fehlt der Bildschirm,10.01.2017,/newsticker/meldung/Apple-Manager-Alexa-fehlt-der-Bildschirm-3592445.html
"Datenklau an Geldautomaten steigt an, Schaden sinkt",10.01.2017,/newsticker/meldung/Datenklau-an-Geldautomaten-steigt-an-Schaden-sinkt-3592571.html
Heikler Bug im Online-Shop der Elbphilharmonie: Gekaufte Tickets öffentlich abrufbar ,10.01.2017,/newsticker/meldung/Heikler-Bug-im-Online-Shop-der-Elbphilharmonie-Gekaufte-Tickets-oeffentlich-abrufbar-3592212.html
Anzahl entführter MongoDB-Datenbanken steigt rasant,10.01.2017,/newsticker/meldung/Anzahl-entfuehrter-MongoDB-Datenbanken-steigt-rasant-3592539.html
Statistisches Bundesamt: Zahl der Unfälle mit Pedelecs steigt deutlich,10.01.2017,/newsticker/meldung/Statistisches-Bundesamt-Zahl-der-Unfaelle-mit-Pedelecs-steigt-deutlich-3592511.html
Elektroautos: Samsung SDI kündigt Akku mit 600 km Reichweite an,10.01.2017,/newsticker/meldung/Elektroautos-Samsung-SDI-kuendigt-Akku-mit-600-km-Reichweite-an-3592519.html
Genetisch geschwächter Malaria-Erreger zeigt Wirkung als Impfstoff,10.01.2017,/newsticker/meldung/Genetisch-geschwaechter-Malaria-Erreger-zeigt-Wirkung-als-Impfstoff-3591364.html
"Erneuerbare Energie: Grüne Schafe Apple und Facebook, schwarzes Schaf Amazon",10.01.2017,/newsticker/meldung/Erneuerbare-Energie-Gruene-Schafe-Apple-und-Facebook-schwarzes-Schaf-Amazon-3592471.html
Internet-Entzug: Das kaputte Glasfaserkabel der Marshallinseln,10.01.2017,/newsticker/meldung/Internet-Entzug-Das-kaputte-Glasfaserkabel-der-Marshallinseln-3592407.html
Programmiersprachen-Ranking: TIOBE sieht Go als Sprache des Jahres 2016,10.01.2017,/newsticker/meldung/Programmiersprachen-Ranking-TIOBE-sieht-Go-als-Sprache-des-Jahres-2016-3592401.html
Die Tops & Flops der CES 2017,10.01.2017,/newsticker/meldung/Die-Tops-Flops-der-CES-2017-3591470.html
HIV-Test auf dem USB-Stick. Immunschwächeuntersuchung in wenigen Minuten,10.01.2017,/newsticker/meldung/HIV-Test-auf-dem-USB-Stick-Immunschwaecheuntersuchung-in-wenigen-Minuten-3569815.html
Verfassungsschutzpräsident: Brauchen Möglichkeit für Cyber-Gegenangriffe,10.01.2017,/newsticker/meldung/Verfassungsschutzpraesident-Brauchen-Moeglichkeit-fuer-Cyber-Gegenangriffe-3592386.html
Verdi will neue Streiktaktik gegen Amazon ausprobieren,10.01.2017,/newsticker/meldung/Verdi-will-neue-Streiktaktik-gegen-Amazon-ausprobieren-3592396.html
Abgas-Skandal: US-Justiz wirft VW-Führung Vertuschung vor,10.01.2017,/newsticker/meldung/Abgas-Skandal-US-Justiz-wirft-VW-Fuehrung-Vertuschung-vor-3592389.html
Über 1000 deutsche Online-Shops infiziert und angezapft,10.01.2017,/newsticker/meldung/Ueber-1000-deutsche-Online-Shops-infiziert-und-angezapft-3592281.html
Assange: Geheimdienstbericht ist reine PR-Maßnahme,10.01.2017,/newsticker/meldung/Assange-Geheimdienstbericht-ist-reine-PR-Massnahme-3592379.html
"Vor 90 Jahren: ""Metropolis"" kommt ins Kino",10.01.2017,/newsticker/meldung/Vor-90-Jahren-Metropolis-kommt-ins-Kino-3591451.html
Marissa Mayer wird Yahoo verlassen,10.01.2017,/newsticker/meldung/Marissa-Mayer-wird-Yahoo-verlassen-3592375.html
Netrunner Desktop 17.01 nimmt Debian Stretch auf,09.01.2017,/newsticker/meldung/Netrunner-Desktop-17-01-nimmt-Debian-Stretch-auf-3592190.html
Abgesägt: Aus für Googles Hangouts API,09.01.2017,/newsticker/meldung/Abgesaegt-Aus-fuer-Googles-Hangouts-API-3592285.html
Rätselhafte Netzwerk-Aktivitäten mit GRE-Paketen,09.01.2017,/newsticker/meldung/Raetselhafte-Netzwerk-Aktivitaeten-mit-GRE-Paketen-3592231.html
Ein erster Blick auf den Elektro-Bulli Buzz von VW,09.01.2017,/newsticker/meldung/Ein-erster-Blick-auf-den-Elektro-Bulli-Buzz-von-VW-3591178.html
l+f: Hacken wie die Profis,09.01.2017,/newsticker/meldung/l-f-Hacken-wie-die-Profis-3592071.html
OS X 10.11: Sicherheits-Update kann zu Mac-Hängern führen,09.01.2017,/newsticker/meldung/OS-X-10-11-Sicherheits-Update-kann-zu-Mac-Haengern-fuehren-3592204.html
Kein Free-TV: Livestream der Handball-WM auf Youtube,09.01.2017,/newsticker/meldung/Kein-Free-TV-Livestream-der-Handball-WM-auf-Youtube-3592207.html
Homeland Security: Wahlgeräte bilden eine kritische Infrastruktur,09.01.2017,/newsticker/meldung/Homeland-Security-Wahlgeraete-bilden-eine-kritische-Infrastruktur-3592148.html
Projektmanagement: Atlassian kauft Trello,09.01.2017,/newsticker/meldung/Projektmanagement-Atlassian-kauft-Trello-3592136.html
Astronomen sagen helle Sternenexplosion für 2022 voraus,09.01.2017,/newsticker/meldung/Astronomen-sagen-helle-Sternenexplosion-fuer-2022-voraus-3591770.html
Building IoT London: Frühbucherrabatt nun bis 24. Januar,09.01.2017,/newsticker/meldung/Building-IoT-London-Fruehbucherrabatt-nun-bis-24-Januar-3591595.html
Gefälschter Lidl-Gutschein kursiert über WhatsApp,09.01.2017,/newsticker/meldung/Gefaelschter-Lidl-Gutschein-kursiert-ueber-WhatsApp-3591576.html
Hacker-Angriffe auf US-Wahlen: Moskau vergleicht US-Vorwürfe zu Hackerangriffen mit Hexenjagd,09.01.2017,/newsticker/meldung/Hacker-Angriffe-auf-US-Wahlen-Moskau-vergleicht-US-Vorwuerfe-zu-Hackerangriffen-mit-Hexenjagd-3591644.html
Trendkongress für die Energiewirtschaft auf der E-World,09.01.2017,/newsticker/meldung/Trendkongress-fuer-die-Energiewirtschaft-auf-der-E-World-3591542.html
ZTE will rund 3.000 Stellen abbauen,09.01.2017,/newsticker/meldung/ZTE-will-rund-3-000-Stellen-abbauen-3591482.html
Google und Apple sollen LinkedIn-App von Russland fernhalten,09.01.2017,/newsticker/meldung/Google-und-Apple-sollen-LinkedIn-App-von-Russland-fernhalten-3591566.html
"Apple-Chef zu ""10 Jahre iPhone"": ""Das Beste kommt noch""",09.01.2017,/newsticker/meldung/Apple-Chef-zu-10-Jahre-iPhone-Das-Beste-kommt-noch-3591422.html
Polaroid Pop: Digitale Sofortbildkamera mit klassischem Bildformat,09.01.2017,/newsticker/meldung/Polaroid-Pop-Digitale-Sofortbildkamera-mit-klassischem-Bildformat-3591440.html
Finder for AirPods: Apple entfernt App zur Kopfhörer-Suche,09.01.2017,/newsticker/meldung/Finder-for-AirPods-Apple-entfernt-App-zur-Kopfhoerer-Suche-3591409.html
NASA-Aufnahme zeigt Dutzende supermassive Schwarze Löcher,09.01.2017,/newsticker/meldung/NASA-Aufnahme-zeigt-Dutzende-supermassive-Schwarze-Loecher-3591352.html
Abgas-Skandal: FBI verhaftet angeblich VW-Manager,09.01.2017,/newsticker/meldung/Abgas-Skandal-FBI-verhaftet-angeblich-VW-Manager-3591378.html
Wegen schlechterer Zahlen: Tim Cook kriegt weniger Gehalt,09.01.2017,/newsticker/meldung/Wegen-schlechterer-Zahlen-Tim-Cook-kriegt-weniger-Gehalt-3591319.html
Ausprobiert: Roboterbausatz Lego Boost,09.01.2017,/newsticker/meldung/Ausprobiert-Roboterbausatz-Lego-Boost-3589785.html
"Samsung macht Gear S2, S3 und Gear Fit2 iOS-kompatibel",09.01.2017,/newsticker/meldung/Samsung-macht-Gear-S2-S3-und-Gear-Fit2-iOS-kompatibel-3591298.html
Beweise oder Fake-Fakten? US-Forscher fürchten Trump,09.01.2017,/newsticker/meldung/Beweise-oder-Fake-Fakten-US-Forscher-fuerchten-Trump-3591235.html
Kohlekraftwerk in Südindien macht aus Kohlendioxid Backpulver,09.01.2017,/newsticker/meldung/Kohlekraftwerk-in-Suedindien-macht-aus-Kohlendioxid-Backpulver-3590138.html
Internet der Dinge  auf der CES: Ständig in Rufweite,09.01.2017,/newsticker/meldung/Internet-der-Dinge-auf-der-CES-Staendig-in-Rufweite-3589653.html
SPD-Bundestagsfraktionschef Oppermann: Maizière sollte Cyberabwehr verstärken,09.01.2017,/newsticker/meldung/SPD-Bundestagsfraktionschef-Oppermann-Maiziere-sollte-Cyberabwehr-verstaerken-3591200.html
Roboter Kuri: Das niedlichste Ding der CES,09.01.2017,/newsticker/meldung/Roboter-Kuri-Das-niedlichste-Ding-der-CES-3590971.html
Elektroautos: Umweltministerin erwägt Elektroquote für Autohersteller,09.01.2017,/newsticker/meldung/Elektroautos-Umweltministerin-erwaegt-Elektroquote-fuer-Autohersteller-3591207.html
